churn,MonthlyRevenue,TotalRecurringCharge,OverageMinutes,PercChangeRevenues,MonthlyMinutes,PercChangeMinutes,RoamingCalls,DroppedCalls,BlockedCalls,CustomerCareCalls,MonthsInService,CurrentEquipmentDays,HandsetPrice,HandsetRefurbished,HandsetWebCapable,AgeHH1,CreditRating,IncomeGroup,Occupation,ReferralsMadeBySubscriber
No,31.11,40.0,0.0,-1.1,149.0,1.0,0.0,0.0,2.7,1.7,7,202.0,Unknown,No,Yes,78.0,2-High,1,Other,0
No,45.39,45.0,28.0,-10.4,626.0,-286.0,0.0,4.7,2.0,1.0,6,170.0,130,No,Yes,0.0,7-Lowest,8,Other,0
Yes,52.1,50.0,0.0,-2.1,180.0,-64.0,3.2,2.7,1.3,0.0,22,29.0,60,No,Yes,46.0,2-High,5,Other,0
Yes,30.6,40.0,2.0,-0.6,290.0,-263.0,0.0,2.3,1.3,2.7,16,467.0,Unknown,No,Yes,38.0,2-High,6,Clerical,0
Yes,29.99,30.0,0.0,0.0,159.0,-41.0,0.0,8.0,2.3,0.0,26,459.0,10,No,Yes,54.0,3-Good,8,Other,0
Yes,47.96,40.0,39.0,15.8,324.0,74.0,0.3,1.0,1.3,0.0,11,192.0,60,Yes,Yes,32.0,5-Low,4,Crafts,0
No,49.17,45.0,53.0,-17.1,830.0,-273.0,0.0,16.0,11.7,4.7,13,388.0,Unknown,No,Yes,30.0,3-Good,5,Other,0
No,52.83,53.0,0.0,-2.8,194.0,26.0,0.0,12.0,3.7,0.0,27,800.0,Unknown,No,No,46.0,2-High,6,Professional,0
No,48.37,60.0,0.0,1.6,393.0,69.0,0.0,1.3,1.7,0.0,12,375.0,Unknown,No,Yes,0.0,2-High,0,Other,0
No,93.62,50.0,144.0,-20.7,606.0,-14.0,0.0,3.0,0.0,0.0,28,846.0,Unknown,No,Yes,30.0,1-Highest,8,Other,0
No,33.29,30.0,7.0,-0.2,128.0,28.0,0.0,1.3,0.7,1.7,16,489.0,Unknown,No,Yes,54.0,2-High,9,Other,0
No,30.48,30.0,0.0,-0.5,51.0,-36.0,0.0,0.7,0.3,0.7,36,690.0,30,No,Yes,60.0,1-Highest,9,Self,0
Yes,30.24,40.0,0.0,0.7,75.0,31.0,0.0,1.3,0.0,0.0,11,330.0,Unknown,No,Yes,54.0,4-Medium,6,Other,0
Yes,31.61,30.0,0.0,-1.6,26.0,-26.0,0.0,0.7,0.0,0.0,16,464.0,Unknown,No,Yes,0.0,2-High,0,Other,0
No,30.45,30.0,0.0,-0.5,8.0,4.0,0.2,0.0,0.0,0.0,29,879.0,Unknown,No,Yes,60.0,3-Good,2,Professional,0
No,88.61,50.0,110.0,-32.7,634.0,-186.0,0.5,6.3,7.7,0.0,22,201.0,80,No,Yes,30.0,2-High,8,Professional,0
No,105.59,50.0,144.0,27.7,713.0,111.0,0.0,2.7,1.3,8.3,17,531.0,Unknown,No,Yes,0.0,5-Low,0,Other,0
No,33.82,30.0,4.0,1.5,197.0,78.0,0.0,1.7,3.3,1.7,8,237.0,Unknown,No,Yes,52.0,5-Low,3,Clerical,0
Yes,89.92,60.0,84.0,2.4,646.0,15.0,1.1,10.3,2.0,0.0,20,339.0,150,Yes,Yes,0.0,2-High,6,Other,0
No,61.44,67.0,9.0,-11.4,364.0,-360.0,0.0,12.0,1.0,0.3,14,5.0,130,Yes,Yes,42.0,3-Good,4,Other,0
No,69.43,40.0,74.0,-28.6,885.0,-31.0,0.0,0.0,0.0,0.0,14,405.0,Unknown,No,Yes,0.0,2-High,0,Other,0
No,62.51,21.0,70.0,-62.5,492.0,-492.0,1.6,28.7,3.0,15.3,9,176.0,150,No,Yes,40.0,4-Medium,5,Other,0
No,64.75,70.0,0.0,-1.5,554.0,10.0,1.5,6.7,1.0,0.0,25,269.0,130,Yes,Yes,30.0,2-High,4,Other,0
No,89.18,85.0,14.0,8.2,1899.0,-812.0,5.5,28.3,21.3,7.7,18,547.0,Unknown,No,Yes,50.0,5-Low,6,Clerical,0
No,34.99,35.0,0.0,0.0,30.0,2.0,0.0,2.0,0.0,0.3,37,1108.0,Unknown,No,No,0.0,1-Highest,0,Other,0
Yes,63.08,60.0,28.0,-9.4,686.0,-262.0,0.1,8.7,8.7,2.0,20,453.0,80,Yes,Yes,54.0,2-High,6,Professional,0
Yes,50.23,27.0,96.0,-26.9,641.0,1154.0,0.0,12.7,2.0,0.3,18,47.0,80,No,Yes,34.0,5-Low,6,Professional,0
No,37.65,32.0,0.0,-1.2,210.0,42.0,0.0,3.7,0.3,0.0,24,60.0,10,No,Yes,36.0,4-Medium,6,Professional,0
Yes,57.14,30.0,70.0,17.0,375.0,42.0,1.7,2.3,3.0,0.0,9,263.0,Unknown,No,Yes,44.0,1-Highest,8,Other,0
Yes,41.28,50.0,0.0,-1.3,81.0,-81.0,1.0,3.7,0.0,0.3,16,486.0,Unknown,No,Yes,58.0,2-High,9,Other,0
No,83.28,108.0,0.0,12.6,896.0,-177.0,0.0,30.3,0.3,12.0,9,259.0,Unknown,No,Yes,0.0,4-Medium,0,Other,1
Yes,4.59,5.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,14,415.0,Unknown,Yes,No,0.0,7-Lowest,0,Other,0
No,84.11,50.0,0.0,-30.1,56.0,-56.0,29.6,0.0,0.0,0.0,9,280.0,Unknown,No,Yes,76.0,2-High,6,Other,0
Yes,48.83,50.0,8.0,-3.8,386.0,66.0,0.0,7.3,0.7,6.0,13,211.0,150,No,Yes,42.0,2-High,2,Other,0
No,40.77,40.0,0.0,0.6,479.0,449.0,2.5,1.0,1.0,0.3,27,797.0,Unknown,Yes,Yes,44.0,2-High,8,Student,0
Yes,30.92,30.0,0.0,1.1,167.0,71.0,0.0,0.3,0.0,0.0,20,594.0,Unknown,No,Yes,26.0,3-Good,2,Other,0
No,30.5,30.0,0.0,1.5,156.0,0.0,0.0,7.3,0.3,0.0,25,736.0,Unknown,No,No,58.0,2-High,6,Crafts,0
No,43.23,45.0,18.0,-8.2,348.0,-176.0,0.0,1.0,0.0,1.3,19,288.0,30,No,Yes,34.0,5-Low,4,Crafts,0
Yes,33.24,45.0,0.0,0.0,169.0,44.0,0.0,6.3,2.0,0.0,16,479.0,Unknown,No,Yes,40.0,3-Good,9,Professional,1
Yes,36.53,30.0,2.0,-4.6,226.0,-14.0,3.2,0.7,3.0,0.0,16,500.0,Unknown,No,Yes,42.0,2-High,6,Professional,0
No,71.98,50.0,78.0,43.6,1140.0,98.0,0.0,3.0,3.3,0.0,24,711.0,Unknown,No,Yes,0.0,2-High,0,Other,0
No,46.41,45.0,0.0,1.3,304.0,129.0,0.0,1.0,1.3,0.7,37,1047.0,30,No,Yes,58.0,1-Highest,1,Other,0
No,143.03,59.0,242.0,-66.8,1836.0,-574.0,0.0,22.7,8.0,9.0,8,215.0,Unknown,No,Yes,0.0,2-High,0,Other,0
Yes,31.82,40.0,6.0,5.8,296.0,2.0,1.1,2.0,0.0,0.0,18,546.0,Unknown,No,Yes,26.0,2-High,9,Other,0
Yes,30.25,30.0,0.0,-0.2,60.0,94.0,0.0,0.3,0.0,0.0,27,791.0,Unknown,No,Yes,0.0,2-High,0,Other,0
No,35.78,45.0,1.0,-0.8,202.0,-76.0,0.0,3.0,0.3,0.3,9,254.0,Unknown,No,Yes,40.0,3-Good,7,Crafts,0
No,68.97,80.0,38.0,-5.0,627.0,89.0,0.0,6.0,1.3,2.7,6,184.0,Unknown,No,Yes,46.0,2-High,4,Other,0
Yes,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,325.0,Unknown,No,Yes,48.0,1-Highest,6,Other,0
No,116.04,60.0,164.0,-22.1,780.0,-35.0,0.0,6.7,1.0,0.7,37,360.0,30,No,Yes,62.0,3-Good,6,Professional,0
No,99.24,85.0,41.0,-10.2,1399.0,26.0,0.0,119.7,27.3,15.3,8,232.0,Unknown,No,Yes,0.0,5-Low,0,Other,0
No,31.93,30.0,6.0,-1.9,377.0,-238.0,0.0,0.0,1.0,0.7,53,207.0,10,No,Yes,30.0,2-High,4,Clerical,0
Yes,165.71,120.0,106.0,-37.8,1537.0,-416.0,0.0,14.0,0.3,1.0,14,137.0,130,No,Yes,36.0,2-High,9,Other,0
Yes,23.72,20.0,2.0,-12.1,168.0,14.0,0.0,2.0,3.7,3.7,25,746.0,Unknown,No,No,60.0,2-High,6,Other,1
No,68.39,45.0,74.0,-0.2,509.0,-97.0,0.0,0.3,0.7,0.0,10,290.0,Unknown,No,Yes,52.0,5-Low,7,Professional,0
No,53.41,50.0,8.0,-3.0,620.0,16.0,0.0,3.7,39.3,15.0,33,395.0,30,No,Yes,32.0,2-High,1,Other,0
Yes,34.84,34.0,1.0,-4.8,236.0,-92.0,0.0,2.3,0.0,0.0,25,577.0,130,Yes,Yes,,2-High,0,Other,1
Yes,105.45,49.0,189.0,107.9,1004.0,465.0,0.0,12.3,1.3,0.0,24,-1.0,60,No,No,22.0,2-High,5,Other,0
Yes,45.23,55.0,0.0,0.7,325.0,143.0,0.0,0.7,5.0,0.3,25,743.0,Unknown,No,Yes,32.0,3-Good,7,Clerical,0
No,39.29,40.0,24.0,-5.4,346.0,-40.0,0.2,12.0,0.3,0.3,6,181.0,Unknown,No,Yes,0.0,2-High,0,Other,0
No,51.13,50.0,0.0,-1.1,278.0,-130.0,0.6,1.3,6.7,0.0,24,628.0,30,Yes,No,44.0,1-Highest,4,Other,0
No,49.99,60.0,0.0,0.0,938.0,215.0,0.0,2.7,9.3,0.0,25,260.0,30,No,Yes,0.0,2-High,0,Other,0
No,44.71,40.0,4.0,-1.7,514.0,55.0,0.0,4.3,2.3,2.7,8,203.0,10,No,Yes,32.0,5-Low,1,Other,0
Yes,50.24,60.0,0.0,-0.2,756.0,-66.0,0.0,6.7,10.3,10.3,28,831.0,Unknown,No,Yes,60.0,1-Highest,6,Professional,0
No,61.45,45.0,71.0,-21.5,1057.0,-261.0,0.3,7.3,0.7,0.0,21,636.0,Unknown,No,Yes,0.0,4-Medium,0,Other,0
Yes,98.82,50.0,150.0,103.8,658.0,465.0,0.0,9.3,0.3,2.7,24,716.0,Unknown,No,No,0.0,7-Lowest,0,Other,0
No,30.0,30.0,0.0,0.0,41.0,-10.0,0.0,0.7,1.7,0.3,19,559.0,Unknown,No,Yes,26.0,2-High,7,Other,0
No,127.12,31.0,150.0,-101.0,1467.0,-38.0,0.2,8.3,2.7,0.0,40,474.0,30,No,Yes,0.0,1-Highest,0,Other,0
No,73.89,53.0,78.0,-18.7,679.0,26.0,0.0,14.3,5.0,0.3,13,407.0,Unknown,No,Yes,44.0,7-Lowest,8,Professional,0
No,85.72,80.0,0.0,-1.7,730.0,-130.0,0.0,3.3,0.3,0.0,12,341.0,Unknown,No,Yes,30.0,5-Low,6,Other,0
Yes,30.52,30.0,0.0,-0.5,62.0,-20.0,0.0,1.3,0.0,0.0,30,920.0,Unknown,Yes,Yes,58.0,1-Highest,9,Professional,0
No,40.35,50.0,5.0,-0.4,336.0,83.0,0.0,3.3,0.0,1.0,13,135.0,150,Yes,Yes,0.0,2-High,0,Other,1
No,10.22,10.0,0.0,0.5,133.0,-2.0,0.0,1.0,0.7,0.0,13,372.0,Unknown,No,Yes,36.0,2-High,5,Other,0
Yes,70.77,55.0,25.0,40.3,514.0,140.0,9.1,6.3,6.7,0.0,9,279.0,Unknown,No,Yes,34.0,5-Low,9,Other,0
No,103.29,45.0,135.0,-62.3,697.0,-316.0,0.0,5.7,1.7,0.0,29,131.0,130,No,Yes,32.0,1-Highest,6,Other,0
No,58.59,45.0,56.0,-1.1,752.0,11.0,0.0,14.3,2.0,0.0,11,325.0,Unknown,No,Yes,0.0,3-Good,0,Other,0
No,10.34,10.0,0.0,0.7,200.0,50.0,0.0,0.0,0.0,0.0,8,234.0,Unknown,No,Yes,68.0,2-High,3,Retired,0
Yes,84.46,60.0,113.0,-34.5,2256.0,-266.0,0.0,54.0,24.3,7.7,10,253.0,80,No,Yes,0.0,2-High,0,Other,0
No,14.0,10.0,0.0,0.0,310.0,157.0,0.0,2.0,3.3,0.3,8,241.0,Unknown,No,Yes,30.0,3-Good,1,Other,0
No,30.25,30.0,0.0,0.7,186.0,46.0,0.0,3.0,0.3,0.0,21,629.0,Unknown,No,Yes,50.0,2-High,5,Clerical,0
No,45.33,50.0,0.0,-0.3,339.0,134.0,0.0,2.3,0.7,0.7,7,48.0,200,Yes,Yes,0.0,7-Lowest,0,Other,0
Yes,72.44,60.0,60.0,-18.4,913.0,-293.0,0.0,8.0,1.3,1.0,10,297.0,Unknown,No,Yes,0.0,6-VeryLow,0,Other,0
No,85.56,79.0,0.0,11.4,1344.0,-195.0,0.4,9.0,0.3,0.0,52,298.0,30,No,Yes,0.0,1-Highest,0,Other,0
Yes,89.6,50.0,75.0,-35.6,853.0,-194.0,0.0,5.0,6.3,0.0,22,364.0,80,No,Yes,0.0,2-High,0,Other,0
Yes,34.99,45.0,0.0,0.0,1005.0,-132.0,0.0,15.3,3.7,0.7,11,329.0,Unknown,No,Yes,30.0,2-High,8,Other,0
Yes,217.11,73.0,459.0,-136.1,1422.0,-514.0,0.0,6.3,46.0,6.0,17,502.0,Unknown,No,Yes,0.0,2-High,0,Other,0
No,19.99,20.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,20,578.0,Unknown,No,Yes,64.0,2-High,5,Professional,0
No,28.49,30.0,0.0,0.0,11.0,-10.0,0.0,1.3,0.0,0.0,24,715.0,Unknown,No,No,40.0,2-High,9,Other,0
Yes,42.45,35.0,25.0,-4.5,87.0,-87.0,0.5,0.3,0.7,0.0,27,808.0,Unknown,No,No,34.0,1-Highest,6,Other,0
No,30.0,30.0,0.0,0.0,250.0,18.0,0.0,2.0,0.0,8.0,35,305.0,30,No,Yes,54.0,1-Highest,9,Professional,0
No,34.6,40.0,0.0,-0.6,80.0,-17.0,0.0,0.0,0.0,0.0,10,291.0,Unknown,No,Yes,40.0,6-VeryLow,7,Other,0
Yes,116.26,75.0,146.0,-37.0,1048.0,-238.0,0.2,1.7,5.0,4.7,15,443.0,Unknown,No,Yes,0.0,4-Medium,0,Other,0
Yes,34.99,45.0,0.0,0.0,119.0,-58.0,0.0,1.0,0.0,0.0,31,124.0,30,No,Yes,68.0,4-Medium,0,Other,0
No,20.81,17.0,2.0,-0.8,14.0,-6.0,0.0,0.0,0.3,0.0,25,755.0,Unknown,No,No,40.0,6-VeryLow,1,Professional,0
No,14.0,10.0,0.0,0.0,440.0,41.0,0.0,1.3,0.3,1.0,10,31.0,400,No,Yes,0.0,2-High,0,Other,0
No,28.02,25.0,8.0,7.7,95.0,45.0,0.0,0.3,3.7,0.0,29,870.0,Unknown,No,No,84.0,3-Good,2,Other,0
No,26.05,28.0,12.0,-50.7,218.0,-218.0,0.0,7.0,1.7,1.0,22,381.0,60,Yes,Yes,46.0,2-High,6,Other,0
No,58.62,45.0,72.0,-8.2,1390.0,-87.0,0.0,10.0,43.0,4.3,10,292.0,Unknown,No,Yes,,2-High,0,Other,0
Yes,132.96,60.0,206.0,45.0,732.0,228.0,0.0,18.3,2.0,3.7,13,382.0,Unknown,No,Yes,0.0,1-Highest,0,Other,0
No,49.89,45.0,47.0,8.5,1399.0,87.0,0.0,20.3,12.3,2.7,11,320.0,Unknown,No,Yes,50.0,2-High,9,Other,0
No,21.27,17.0,11.0,-4.3,28.0,-26.0,0.0,0.3,0.0,0.0,28,293.0,30,No,Yes,28.0,1-Highest,1,Student,0
Yes,22.61,30.0,6.0,-2.6,133.0,73.0,0.2,2.3,14.3,1.7,10,308.0,Unknown,No,Yes,0.0,3-Good,0,Other,0
No,37.76,45.0,6.0,-0.8,1156.0,162.0,0.0,8.3,3.3,0.0,21,12.0,150,No,Yes,0.0,2-High,0,Other,0
No,78.99,85.0,0.0,0.0,585.0,245.0,0.0,9.0,0.7,5.0,8,22.0,130,No,Yes,46.0,2-High,5,Other,0
Yes,78.23,50.0,98.0,-27.8,590.0,-11.0,0.0,13.3,1.0,1.3,22,541.0,60,Yes,Yes,0.0,2-High,0,Other,1
Yes,42.56,30.0,35.0,-12.6,223.0,-177.0,0.0,7.7,0.7,0.3,19,570.0,Unknown,No,Yes,28.0,2-High,7,Other,0
No,92.23,75.0,58.0,-16.2,1046.0,-28.0,0.0,5.3,1.3,0.7,35,559.0,150,Yes,Yes,0.0,5-Low,0,Other,0
No,43.43,30.0,0.0,-43.4,369.0,-369.0,16.1,8.3,0.0,2.0,16,498.0,Unknown,No,Yes,0.0,5-Low,0,Other,0
No,51.44,60.0,0.0,-0.7,456.0,36.0,1.0,1.3,2.3,0.3,25,757.0,Unknown,No,Yes,64.0,1-Highest,6,Other,0
Yes,77.67,90.0,4.0,-2.2,300.0,-58.0,0.0,1.0,0.3,0.0,39,247.0,30,Yes,Yes,30.0,1-Highest,7,Other,0
Yes,64.99,40.0,59.0,-18.5,724.0,-60.0,10.0,49.3,6.0,6.7,12,70.0,150,No,Yes,48.0,4-Medium,1,Student,0
No,20.67,10.0,13.0,0.6,678.0,86.0,0.0,6.7,0.7,0.3,30,11.0,100,No,Yes,24.0,1-Highest,4,Other,0
No,29.99,30.0,0.0,0.0,60.0,-50.0,0.0,2.3,0.0,0.0,14,412.0,Unknown,Yes,Yes,54.0,4-Medium,7,Other,0
No,29.55,40.0,0.0,5.4,64.0,58.0,0.0,1.3,3.0,0.3,21,634.0,Unknown,No,Yes,46.0,2-High,7,Professional,0
No,78.03,60.0,89.0,-28.0,1043.0,-1.0,0.0,35.3,1.0,0.7,15,445.0,Unknown,No,Yes,62.0,4-Medium,8,Other,0
No,161.67,40.0,274.0,32.3,1850.0,-46.0,10.6,20.3,18.0,12.0,8,217.0,Unknown,No,Yes,0.0,7-Lowest,0,Other,0
Yes,287.28,167.0,463.0,10.9,3493.0,183.0,16.3,44.3,2.0,4.0,16,179.0,200,No,Yes,40.0,2-High,8,Other,0
No,42.22,55.0,2.0,2.8,519.0,-68.0,1.4,15.7,15.3,2.7,7,205.0,Unknown,No,Yes,50.0,2-High,5,Other,0
Yes,91.61,41.0,130.0,-20.7,482.0,-22.0,1.0,7.0,0.0,23.7,16,254.0,200,Yes,Yes,0.0,2-High,0,Other,0
No,60.41,42.0,42.0,6.6,537.0,82.0,2.9,3.7,3.7,0.0,38,115.0,60,No,Yes,32.0,1-Highest,2,Other,0
Yes,35.97,35.0,0.0,-1.0,108.0,-22.0,0.0,1.3,4.3,0.0,21,632.0,Unknown,No,Yes,72.0,1-Highest,1,Other,0
Yes,53.7,50.0,0.0,-0.4,156.0,-23.0,0.0,1.7,0.0,0.7,21,627.0,Unknown,No,Yes,32.0,3-Good,7,Other,0
No,40.69,44.0,10.0,5.4,1464.0,57.0,0.0,1.3,1.7,36.7,13,376.0,Unknown,No,Yes,0.0,5-Low,0,Other,0
Yes,32.3,30.0,0.0,3.5,47.0,25.0,1.4,0.7,0.0,0.0,16,472.0,Unknown,No,Yes,54.0,2-High,6,Professional,0
No,120.03,90.0,92.0,-33.3,1611.0,-761.0,0.0,14.7,9.0,5.7,18,466.0,30,No,Yes,0.0,2-High,0,Other,0
No,30.0,30.0,0.0,0.0,94.0,12.0,0.0,1.0,0.0,0.0,27,792.0,Unknown,No,Yes,44.0,2-High,9,Professional,0
No,50.84,60.0,0.0,-0.8,1001.0,-291.0,0.0,10.0,7.7,3.7,16,359.0,150,No,Yes,28.0,2-High,1,Crafts,0
Yes,166.07,45.0,310.0,-60.8,680.0,-68.0,2.6,3.7,2.3,1.0,15,52.0,150,No,Yes,0.0,3-Good,4,Other,0
No,83.95,44.0,110.0,53.6,1033.0,-270.0,0.0,12.7,2.3,14.0,9,244.0,Unknown,No,Yes,0.0,5-Low,0,Other,0
No,52.95,40.0,3.0,-9.1,265.0,261.0,0.0,0.7,0.0,5.3,39,57.0,30,No,No,50.0,6-VeryLow,4,Student,0
No,53.49,60.0,0.0,0.7,306.0,26.0,0.0,5.0,0.3,2.0,18,123.0,100,Yes,Yes,0.0,2-High,2,Other,0
No,30.24,30.0,0.0,0.7,66.0,-36.0,0.0,3.3,0.0,0.0,22,664.0,Unknown,No,No,0.0,2-High,0,Other,0
Yes,30.94,30.0,0.0,-0.9,142.0,-9.0,0.9,4.7,1.0,0.0,28,826.0,Unknown,No,No,60.0,1-Highest,7,Professional,0
Yes,32.52,37.0,0.0,-63.5,210.0,-121.0,0.3,0.7,3.7,0.0,16,460.0,Unknown,No,Yes,38.0,2-High,7,Professional,0
No,50.79,10.0,56.0,30.3,906.0,-165.0,18.5,1.3,32.0,1.7,6,188.0,Unknown,No,Yes,48.0,2-High,8,Other,0
No,35.39,38.0,0.0,-0.4,170.0,43.0,0.0,7.7,0.0,0.0,32,961.0,Unknown,No,Yes,34.0,1-Highest,3,Other,0
No,,,,,,,,3.7,2.7,0.7,29,299.0,130,No,Yes,50.0,3-Good,6,Other,0
No,49.99,60.0,0.0,0.0,535.0,64.0,0.0,33.3,8.7,32.3,12,368.0,Unknown,No,Yes,0.0,3-Good,0,Other,0
No,40.77,43.0,14.0,-0.8,706.0,-253.0,0.0,5.7,7.3,5.7,26,334.0,10,No,Yes,46.0,3-Good,9,Other,0
No,30.43,40.0,0.0,-0.4,228.0,-49.0,0.4,2.0,0.3,0.3,22,207.0,30,Yes,Yes,38.0,2-High,3,Crafts,0
Yes,34.74,22.0,24.0,-32.0,292.0,-55.0,0.0,12.3,4.0,11.7,15,438.0,Unknown,No,Yes,38.0,4-Medium,7,Other,0
Yes,113.11,89.0,30.0,54.7,1600.0,654.0,8.1,12.7,12.7,0.7,20,59.0,150,Yes,Yes,52.0,1-Highest,7,Other,0
No,106.25,85.0,106.0,33.0,2279.0,538.0,0.0,17.7,9.0,5.7,15,415.0,80,Yes,Yes,0.0,4-Medium,0,Other,0
No,83.14,70.0,63.0,-26.6,462.0,-181.0,0.3,1.0,9.0,0.0,26,189.0,30,No,Yes,34.0,2-High,3,Other,0
No,33.47,40.0,0.0,0.0,252.0,-68.0,3.2,0.0,0.0,0.0,10,289.0,Unknown,No,Yes,58.0,2-High,9,Other,0
No,38.23,50.0,0.0,-4.0,128.0,-33.0,0.0,0.0,0.0,0.0,10,304.0,Unknown,No,Yes,26.0,1-Highest,7,Student,0
No,42.93,50.0,0.0,-12.5,167.0,-84.0,0.5,0.3,5.0,0.0,46,396.0,30,No,Yes,54.0,3-Good,8,Other,0
No,104.65,83.0,74.0,-11.4,1014.0,-132.0,0.0,17.7,1.3,0.3,39,220.0,30,Yes,Yes,36.0,5-Low,6,Other,0
No,41.14,45.0,0.0,6.5,404.0,6.0,0.0,9.0,1.0,2.3,9,264.0,Unknown,No,Yes,66.0,5-Low,8,Professional,0
No,78.75,65.0,2.0,37.5,575.0,-25.0,0.0,52.3,1.0,15.0,35,138.0,130,No,Yes,0.0,6-VeryLow,7,Other,0
Yes,131.23,140.0,0.0,-1.2,921.0,23.0,0.0,9.0,2.0,0.0,17,288.0,30,No,Yes,36.0,1-Highest,5,Other,0
No,37.93,45.0,0.0,-2.9,647.0,88.0,2.7,5.3,1.3,4.0,31,930.0,Unknown,No,No,36.0,1-Highest,6,Professional,0
No,36.78,44.0,0.0,1.5,104.0,31.0,0.0,1.0,0.0,1.7,21,301.0,150,No,Yes,48.0,3-Good,6,Clerical,0
No,34.99,45.0,0.0,0.0,496.0,12.0,0.0,0.0,0.0,0.0,11,327.0,Unknown,No,No,0.0,2-High,0,Other,0
No,35.9,45.0,0.0,-0.9,511.0,240.0,0.1,0.0,0.0,0.0,9,258.0,130,No,Yes,0.0,7-Lowest,0,Other,0
No,82.7,48.0,93.0,-20.5,634.0,159.0,0.0,14.0,0.7,19.3,18,253.0,150,Yes,Yes,0.0,5-Low,0,Other,0
Yes,56.65,45.0,36.0,-11.6,247.0,-247.0,0.6,7.3,0.0,0.0,20,297.0,150,Yes,Yes,32.0,2-High,7,Other,0
No,74.89,50.0,68.0,4.1,590.0,92.0,0.0,11.0,0.0,0.0,30,544.0,80,No,Yes,,6-VeryLow,0,Other,0
Yes,102.78,70.0,120.0,26.8,782.0,290.0,5.2,5.7,1.0,13.7,7,200.0,Unknown,No,Yes,22.0,2-High,5,Other,0
No,35.73,45.0,0.0,2.2,614.0,-128.0,0.0,3.3,0.7,1.7,13,384.0,Unknown,No,Yes,24.0,2-High,6,Other,0
No,28.94,10.0,59.0,-1.4,250.0,33.0,0.0,8.3,0.7,0.7,13,394.0,Unknown,No,Yes,62.0,2-High,7,Professional,0
Yes,56.06,60.0,0.0,12.0,665.0,281.0,6.1,16.7,2.3,0.0,9,288.0,Unknown,No,Yes,26.0,3-Good,1,Other,0
Yes,18.77,10.0,0.0,3.0,296.0,-60.0,0.0,2.0,5.0,0.3,23,678.0,Unknown,No,Yes,0.0,3-Good,0,Other,0
Yes,53.5,70.0,9.0,0.4,431.0,-66.0,0.0,15.0,1.7,2.0,11,320.0,Unknown,No,Yes,40.0,2-High,1,Other,0
No,77.67,45.0,113.0,96.1,1044.0,454.0,0.0,25.7,6.3,1.0,26,707.0,30,Yes,Yes,56.0,3-Good,3,Other,0
No,115.47,80.0,77.0,-6.2,1243.0,44.0,12.2,5.3,0.7,5.3,15,195.0,80,No,Yes,0.0,7-Lowest,0,Other,0
No,30.0,30.0,0.0,0.0,38.0,60.0,0.0,0.3,0.3,0.0,21,641.0,Unknown,No,Yes,54.0,1-Highest,6,Other,0
No,35.48,45.0,0.0,-0.5,92.0,39.0,0.0,0.7,0.3,0.0,26,785.0,Unknown,No,No,72.0,1-Highest,9,Professional,0
No,79.56,85.0,0.0,4.3,879.0,-103.0,0.2,36.0,1.0,2.7,12,180.0,60,No,Yes,54.0,4-Medium,9,Other,0
Yes,42.41,30.0,0.0,-5.1,227.0,-160.0,0.0,1.7,0.0,0.3,10,317.0,Unknown,No,Yes,0.0,3-Good,0,Other,0
No,48.83,45.0,0.0,-9.8,165.0,-105.0,0.7,0.7,5.7,0.0,6,98.0,60,Yes,Yes,40.0,2-High,5,Other,0
No,34.99,45.0,0.0,0.0,512.0,2.0,0.0,11.3,19.0,14.0,9,263.0,Unknown,No,Yes,50.0,2-High,6,Other,0
Yes,83.08,75.0,50.0,3.5,671.0,205.0,0.2,17.3,1.3,2.3,17,513.0,Unknown,No,Yes,0.0,2-High,0,Other,0
Yes,69.58,70.0,18.0,-6.3,198.0,-68.0,0.0,3.0,0.0,0.0,11,330.0,Unknown,No,Yes,0.0,2-High,0,Other,1
Yes,150.98,150.0,0.0,1.0,835.0,-111.0,0.0,13.3,0.0,0.0,39,194.0,10,Yes,Yes,0.0,1-Highest,0,Other,0
Yes,30.27,30.0,0.0,-0.3,30.0,-24.0,0.0,1.0,5.3,0.0,16,476.0,Unknown,No,Yes,50.0,2-High,9,Other,0
No,68.01,59.0,0.0,4.7,955.0,210.0,0.0,10.7,68.3,4.0,18,254.0,10,No,Yes,44.0,2-High,6,Other,0
No,34.19,36.0,0.0,0.0,280.0,-6.0,0.0,0.0,2.0,0.0,50,111.0,30,No,Yes,36.0,3-Good,7,Professional,0
Yes,50.53,44.0,11.0,19.6,230.0,100.0,0.0,0.7,1.7,1.0,30,270.0,30,Yes,Yes,36.0,1-Highest,6,Other,1
Yes,28.79,30.0,0.0,-0.3,77.0,-17.0,0.0,2.0,0.0,0.0,24,724.0,Unknown,No,Yes,26.0,2-High,7,Other,0
No,39.99,40.0,0.0,0.0,56.0,48.0,0.0,0.0,0.0,0.0,35,420.0,80,No,Yes,40.0,1-Highest,5,Professional,0
No,35.09,45.0,0.0,-0.1,68.0,-40.0,0.1,1.3,1.0,0.0,8,233.0,Unknown,No,Yes,64.0,2-High,4,Retired,0
